epoch,step,test_mae,train_loss_epoch,train_loss_step,train_mae,val_loss,val_mae
0,49,,,25.17498779296875,,,
0,99,,,26.0682373046875,,,
0,149,,,19.4595947265625,,,
0,181,,,,,19.289587020874023,19.78073501586914
0,181,,29.07664680480957,,29.57341957092285,,
1,199,,,18.012001037597656,,,
1,249,,,9.871345520019531,,,
1,299,,,13.7095947265625,,,
1,349,,,15.10107421875,,,
1,363,,,,,16.261747360229492,16.75311851501465
1,363,,16.218154907226562,,16.71013641357422,,
2,399,,,12.812652587890625,,,
2,449,,,9.434112548828125,,,
2,499,,,13.647102355957031,,,
2,545,,,,,13.944634437561035,14.431717872619629
2,545,,13.268420219421387,,13.75710391998291,,
3,549,,,9.217803955078125,,,
3,599,,,19.203125,,,
3,649,,,12.180122375488281,,,
3,699,,,6.80255126953125,,,
3,727,,,,,13.880906105041504,14.368446350097656
3,727,,10.801313400268555,,11.28762435913086,,
4,749,,,6.4610595703125,,,
4,799,,,12.7109375,,,
4,849,,,8.8712158203125,,,
4,899,,,9.48291015625,,,
4,909,,,,,14.163241386413574,14.657123565673828
4,909,,9.353043556213379,,9.839478492736816,,
5,949,,,6.09507942199707,,,
5,999,,,9.8966064453125,,,
5,1049,,,6.7138671875,,,
5,1091,,,,,14.49793529510498,14.9877290725708
5,1091,,8.404274940490723,,8.889626502990723,,
6,1099,,,3.7338123321533203,,,
6,1149,,,6.4306182861328125,,,
6,1199,,,5.9512481689453125,,,
6,1249,,,7.0675048828125,,,
6,1273,,,,,12.722001075744629,13.212657928466797
6,1273,,7.692790508270264,,8.174068450927734,,
7,1299,,,4.79248046875,,,
7,1349,,,5.405158996582031,,,
7,1399,,,4.629669189453125,,,
7,1449,,,7.680244445800781,,,
7,1455,,,,,12.440669059753418,12.931295394897461
7,1455,,7.364129066467285,,7.846824645996094,,
8,1499,,,4.835968017578125,,,
8,1549,,,8.08642578125,,,
8,1599,,,4.58251953125,,,
8,1637,,,,,14.269957542419434,14.758626937866211
8,1637,,6.8413238525390625,,7.321254253387451,,
9,1649,,,4.904884338378906,,,
9,1699,,,4.554718017578125,,,
9,1749,,,5.837715148925781,,,
9,1799,,,5.99609375,,,
9,1819,,,,,15.234766006469727,15.729445457458496
9,1819,,6.401857376098633,,6.882046699523926,,
10,1849,,,8.427734375,,,
10,1899,,,7.800811767578125,,,
10,1949,,,5.953125,,,
10,1999,,,4.768348693847656,,,
10,2001,,,,,12.367115020751953,12.858345985412598
10,2001,,6.187661647796631,,6.67017936706543,,
11,2049,,,4.285194396972656,,,
11,2099,,,3.6378173828125,,,
11,2149,,,7.48046875,,,
11,2183,,,,,13.765297889709473,14.25588321685791
11,2183,,6.395573616027832,,6.8762030601501465,,
12,2199,,,7.0639190673828125,,,
12,2249,,,6.65234375,,,
12,2299,,,5.165473937988281,,,
12,2349,,,11.2373046875,,,
12,2365,,,,,12.856739044189453,13.347918510437012
12,2365,,6.222437381744385,,6.702963829040527,,
13,2399,,,2.9413604736328125,,,
13,2449,,,3.124452590942383,,,
13,2499,,,7.02392578125,,,
13,2547,,,,,12.421829223632812,12.912015914916992
13,2547,,5.678135395050049,,6.155683994293213,,
14,2549,,,10.4501953125,,,
14,2599,,,5.30859375,,,
14,2649,,,5.1015625,,,
14,2699,,,4.689453125,,,
14,2729,,,,,12.698661804199219,13.19227409362793
14,2729,,5.476163387298584,,5.955947399139404,,
15,2749,,,5.68310546875,,,
15,2799,,,6.18170166015625,,,
15,2849,,,7.005226135253906,,,
15,2899,,,4.89019775390625,,,
15,2911,,,,,11.974736213684082,12.466403007507324
15,2911,,5.321857929229736,,5.796706199645996,,
16,2949,,,2.575592041015625,,,
16,2999,,,4.960601806640625,,,
16,3049,,,9.8409423828125,,,
16,3093,,,,,12.785155296325684,13.27676010131836
16,3093,,5.138580799102783,,5.6191325187683105,,
17,3099,,,6.4005126953125,,,
17,3149,,,7.355842590332031,,,
17,3199,,,3.1604690551757812,,,
17,3249,,,3.904083251953125,,,
17,3275,,,,,12.001211166381836,12.489701271057129
17,3275,,5.156986713409424,,5.6356940269470215,,
18,3299,,,3.451234817504883,,,
18,3349,,,4.4990234375,,,
18,3399,,,2.6883583068847656,,,
18,3449,,,3.1767349243164062,,,
18,3457,,,,,12.840639114379883,13.331136703491211
18,3457,,5.2195048332214355,,5.6962432861328125,,
19,3499,,,4.049781799316406,,,
19,3549,,,4.830078125,,,
19,3599,,,4.143220901489258,,,
19,3639,,,,,11.467657089233398,11.954507827758789
19,3639,,5.342316150665283,,5.817602634429932,,
20,3640,12.276418685913086,,,,,
