epoch,step,test_mae,train_loss_epoch,train_loss_step,train_mae,val_loss,val_mae
0,4,,,43.216590881347656,,,
0,9,,,43.702823638916016,,,
0,14,,,41.88151550292969,,,
0,19,,,42.81842041015625,,,
0,24,,,43.258567810058594,,,
0,29,,,44.062461853027344,,,
0,34,,,44.571231842041016,,,
0,39,,,42.36272430419922,,,
0,44,,,41.1310920715332,,,
0,49,,,40.3951416015625,,,
0,54,,,47.29951477050781,,,
0,59,,,44.49297332763672,,,
0,64,,,39.18146514892578,,,
0,69,,,44.405277252197266,,,
0,74,,,40.275001525878906,,,
0,76,,,,,42.970489501953125,43.470489501953125
0,76,,42.75655746459961,,43.25655746459961,,
1,79,,,44.442665100097656,,,
1,84,,,44.314659118652344,,,
1,89,,,43.936729431152344,,,
1,94,,,46.64981460571289,,,
1,99,,,40.774986267089844,,,
1,104,,,46.04348373413086,,,
1,109,,,43.220924377441406,,,
1,114,,,40.07695770263672,,,
1,119,,,40.74254608154297,,,
1,124,,,43.3840217590332,,,
1,129,,,39.705101013183594,,,
1,134,,,44.407875061035156,,,
1,139,,,42.37686538696289,,,
1,144,,,39.236183166503906,,,
1,149,,,41.2096061706543,,,
1,153,,,,,42.704307556152344,43.204307556152344
1,153,,42.43041229248047,,42.9304084777832,,
2,154,,,39.05576705932617,,,
2,159,,,40.326751708984375,,,
2,164,,,41.01189422607422,,,
2,169,,,41.30657196044922,,,
2,174,,,43.65052795410156,,,
2,179,,,40.51435852050781,,,
2,184,,,43.33562469482422,,,
2,189,,,48.28839874267578,,,
2,194,,,41.373355865478516,,,
2,199,,,40.32000732421875,,,
2,204,,,42.93659210205078,,,
2,209,,,46.20759963989258,,,
2,214,,,41.780757904052734,,,
2,219,,,40.01490783691406,,,
2,224,,,41.1021728515625,,,
2,229,,,46.354427337646484,,,
2,230,,,,,42.38232421875,42.88232421875
2,230,,42.075340270996094,,42.575340270996094,,
3,234,,,41.25901794433594,,,
3,239,,,44.81858825683594,,,
3,244,,,37.549293518066406,,,
3,249,,,40.88047790527344,,,
3,254,,,40.04167938232422,,,
3,259,,,40.16834259033203,,,
3,264,,,39.37828063964844,,,
3,269,,,42.66088104248047,,,
3,274,,,40.93210220336914,,,
3,279,,,43.18617248535156,,,
3,284,,,40.02609634399414,,,
3,289,,,40.738319396972656,,,
3,294,,,39.566490173339844,,,
3,299,,,38.97526931762695,,,
3,304,,,42.904354095458984,,,
3,307,,,,,42.05295944213867,42.55295944213867
3,307,,41.69169616699219,,42.19169616699219,,
4,309,,,42.377689361572266,,,
4,314,,,40.97760772705078,,,
4,319,,,44.668235778808594,,,
4,324,,,40.269371032714844,,,
4,329,,,41.04139709472656,,,
4,334,,,43.10438919067383,,,
4,339,,,42.465232849121094,,,
4,344,,,38.69247817993164,,,
4,349,,,40.32497787475586,,,
4,354,,,40.72621154785156,,,
4,359,,,38.63296890258789,,,
4,364,,,41.23809051513672,,,
4,369,,,43.54255676269531,,,
4,374,,,38.898311614990234,,,
4,379,,,41.45015335083008,,,
4,384,,,44.9279670715332,,,
4,384,,,,,41.644676208496094,42.144676208496094
4,384,,41.36925506591797,,41.86925506591797,,
5,389,,,42.2398796081543,,,
5,394,,,42.19450378417969,,,
5,399,,,41.128883361816406,,,
5,404,,,42.00416564941406,,,
5,409,,,37.02074432373047,,,
5,414,,,37.998085021972656,,,
5,419,,,38.67749786376953,,,
5,424,,,42.632259368896484,,,
5,429,,,37.510215759277344,,,
5,434,,,42.18852233886719,,,
5,439,,,41.03938293457031,,,
5,444,,,36.54811096191406,,,
5,449,,,40.678871154785156,,,
5,454,,,40.04386520385742,,,
5,459,,,41.685630798339844,,,
