epoch,step,test_mae,train_loss_epoch,train_loss_step,train_mae,val_loss,val_mae
0,4,,,43.422584533691406,,,
0,9,,,47.28108596801758,,,
0,14,,,45.828060150146484,,,
0,19,,,45.219032287597656,,,
0,24,,,41.729270935058594,,,
0,29,,,44.308502197265625,,,
0,34,,,42.50596618652344,,,
0,39,,,42.072181701660156,,,
0,44,,,41.80619430541992,,,
0,49,,,42.51639175415039,,,
0,54,,,42.156089782714844,,,
0,59,,,42.44268798828125,,,
0,64,,,40.564453125,,,
0,69,,,39.94979476928711,,,
0,74,,,47.10823440551758,,,
0,76,,,,,42.01571273803711,42.51571273803711
0,76,,42.42037582397461,,42.92037582397461,,
1,79,,,43.74629211425781,,,
1,84,,,39.994300842285156,,,
1,89,,,42.8531608581543,,,
1,94,,,43.61845397949219,,,
1,99,,,44.59114074707031,,,
1,104,,,44.66943359375,,,
1,109,,,38.88311767578125,,,
1,114,,,39.44458770751953,,,
1,119,,,42.789398193359375,,,
1,124,,,40.59305191040039,,,
1,129,,,43.497108459472656,,,
1,134,,,41.71617889404297,,,
1,139,,,40.26960754394531,,,
1,144,,,42.21406555175781,,,
1,149,,,41.231597900390625,,,
1,153,,,,,40.60575485229492,41.10575485229492
1,153,,41.000667572021484,,41.500667572021484,,
2,154,,,43.15449523925781,,,
2,159,,,42.19866180419922,,,
2,164,,,40.097312927246094,,,
2,169,,,42.39931869506836,,,
2,174,,,41.75939178466797,,,
2,179,,,38.71263122558594,,,
2,184,,,41.01938247680664,,,
2,189,,,38.16118240356445,,,
2,194,,,39.33295822143555,,,
2,199,,,39.46281814575195,,,
2,204,,,40.67047882080078,,,
2,209,,,40.578468322753906,,,
2,214,,,37.24290084838867,,,
2,219,,,37.830657958984375,,,
2,224,,,38.97772216796875,,,
2,229,,,39.436058044433594,,,
2,230,,,,,39.18509292602539,39.68509292602539
2,230,,39.571067810058594,,40.071067810058594,,
3,234,,,36.22368621826172,,,
3,239,,,39.04172134399414,,,
3,244,,,43.61835861206055,,,
3,249,,,35.8143196105957,,,
3,254,,,39.52235412597656,,,
3,259,,,40.35247039794922,,,
3,264,,,38.27290344238281,,,
3,269,,,36.75456237792969,,,
3,274,,,37.41828536987305,,,
3,279,,,41.28924560546875,,,
3,284,,,39.297874450683594,,,
3,289,,,34.95640563964844,,,
3,294,,,36.309112548828125,,,
3,299,,,38.985694885253906,,,
3,304,,,41.21535873413086,,,
3,307,,,,,37.75629806518555,38.25629806518555
3,307,,38.10894775390625,,38.60894775390625,,
4,309,,,37.595062255859375,,,
4,314,,,37.698448181152344,,,
4,319,,,35.455543518066406,,,
4,324,,,38.49188232421875,,,
4,329,,,34.948028564453125,,,
4,334,,,39.012847900390625,,,
4,339,,,37.516807556152344,,,
4,344,,,37.5791015625,,,
4,349,,,33.520782470703125,,,
4,354,,,37.1617317199707,,,
4,359,,,34.445533752441406,,,
4,364,,,38.28736114501953,,,
4,369,,,34.937191009521484,,,
4,374,,,35.471622467041016,,,
4,379,,,40.67916488647461,,,
4,384,,,34.977352142333984,,,
4,384,,,,,36.42437744140625,36.924339294433594
4,384,,36.70320510864258,,37.20309829711914,,
5,389,,,36.71063995361328,,,
5,394,,,35.61238098144531,,,
5,399,,,34.67616271972656,,,
5,404,,,38.78989028930664,,,
5,409,,,39.54372024536133,,,
5,414,,,35.028282165527344,,,
5,419,,,33.331092834472656,,,
5,424,,,34.99559783935547,,,
5,429,,,36.006202697753906,,,
5,434,,,36.64619445800781,,,
5,439,,,34.827491760253906,,,
5,444,,,38.009735107421875,,,
5,449,,,33.59263610839844,,,
5,454,,,36.082420349121094,,,
5,459,,,33.70888137817383,,,
5,461,,,,,35.112327575683594,35.61170196533203
5,461,,35.316226959228516,,35.81576919555664,,
6,464,,,33.773563385009766,,,
6,469,,,32.375038146972656,,,
6,474,,,30.230703353881836,,,
6,479,,,37.82312774658203,,,
6,484,,,36.0574951171875,,,
6,489,,,33.06753921508789,,,
6,494,,,37.691017150878906,,,
6,499,,,33.63941955566406,,,
6,504,,,35.159603118896484,,,
6,509,,,28.97072982788086,,,
6,514,,,34.17203903198242,,,
6,519,,,29.92193603515625,,,
6,524,,,33.093902587890625,,,
6,529,,,31.41742706298828,,,
6,534,,,28.92992401123047,,,
6,538,,,,,33.559844970703125,34.05889129638672
6,538,,33.90420150756836,,34.4029541015625,,
7,539,,,30.282379150390625,,,
7,544,,,33.61326599121094,,,
7,549,,,30.059648513793945,,,
7,554,,,32.17124557495117,,,
7,559,,,32.51875305175781,,,
7,564,,,29.602943420410156,,,
7,569,,,36.00203323364258,,,
7,574,,,34.77523422241211,,,
7,579,,,31.18231201171875,,,
7,584,,,30.607505798339844,,,
7,589,,,30.654098510742188,,,
7,594,,,32.97657012939453,,,
7,599,,,31.137346267700195,,,
7,604,,,31.115093231201172,,,
7,609,,,33.10078430175781,,,
7,614,,,32.67671585083008,,,
7,615,,,,,32.33352279663086,32.83088302612305
7,615,,32.52684020996094,,33.02483367919922,,
8,619,,,30.459566116333008,,,
8,624,,,29.53399658203125,,,
8,629,,,33.14862060546875,,,
8,634,,,29.62279510498047,,,
8,639,,,30.478290557861328,,,
8,644,,,29.970909118652344,,,
8,649,,,35.198326110839844,,,
8,654,,,32.3199577331543,,,
8,659,,,33.710594177246094,,,
8,664,,,32.567359924316406,,,
8,669,,,29.679733276367188,,,
8,674,,,34.109779357910156,,,
8,679,,,27.480873107910156,,,
8,684,,,30.493043899536133,,,
8,689,,,30.35626792907715,,,
8,692,,,,,31.175193786621094,31.6728572845459
8,692,,31.165546417236328,,31.66221809387207,,
9,694,,,31.805261611938477,,,
9,699,,,29.123064041137695,,,
9,704,,,30.6491641998291,,,
9,709,,,29.299678802490234,,,
9,714,,,27.50960922241211,,,
9,719,,,30.69466781616211,,,
9,724,,,28.34857749938965,,,
9,729,,,33.67908477783203,,,
9,734,,,32.689064025878906,,,
9,739,,,31.08655548095703,,,
9,744,,,31.4268741607666,,,
9,749,,,28.45830535888672,,,
9,754,,,30.07301902770996,,,
9,759,,,27.91185188293457,,,
9,764,,,27.966650009155273,,,
9,769,,,27.395050048828125,,,
9,769,,,,,29.945945739746094,30.443744659423828
9,769,,29.949291229248047,,30.445756912231445,,
10,774,,,28.17184829711914,,,
10,779,,,31.96173858642578,,,
10,784,,,28.657852172851562,,,
10,789,,,26.868635177612305,,,
10,794,,,28.66173553466797,,,
10,799,,,27.02501106262207,,,
10,804,,,27.85098648071289,,,
10,809,,,26.574644088745117,,,
10,814,,,28.396635055541992,,,
10,819,,,26.38736343383789,,,
10,824,,,28.93706512451172,,,
10,829,,,30.147991180419922,,,
10,834,,,34.30126953125,,,
10,839,,,28.117908477783203,,,
10,844,,,27.812524795532227,,,
10,846,,,,,28.70160484313965,29.197111129760742
10,846,,28.742263793945312,,29.238750457763672,,
11,849,,,29.63105010986328,,,
11,854,,,29.016708374023438,,,
11,859,,,28.518516540527344,,,
11,864,,,29.12668228149414,,,
11,869,,,25.234317779541016,,,
11,874,,,27.204565048217773,,,
11,879,,,28.779653549194336,,,
11,884,,,28.018447875976562,,,
11,889,,,30.230213165283203,,,
11,894,,,25.497468948364258,,,
11,899,,,26.076156616210938,,,
11,904,,,26.86430549621582,,,
11,909,,,26.196937561035156,,,
11,914,,,24.287078857421875,,,
11,919,,,27.33200454711914,,,
11,923,,,,,27.584318161010742,28.079248428344727
11,923,,27.6694278717041,,28.16581916809082,,
12,924,,,26.591232299804688,,,
12,929,,,31.171987533569336,,,
12,934,,,25.417827606201172,,,
12,939,,,29.038650512695312,,,
12,944,,,27.467613220214844,,,
12,949,,,27.589813232421875,,,
12,954,,,26.85335922241211,,,
12,959,,,27.983036041259766,,,
12,964,,,29.54041290283203,,,
12,969,,,23.240741729736328,,,
12,974,,,26.812532424926758,,,
12,979,,,27.29323387145996,,,
12,984,,,26.1895751953125,,,
12,989,,,27.897397994995117,,,
12,994,,,30.43539047241211,,,
12,999,,,23.184844970703125,,,
12,1000,,,,,26.53257942199707,27.028560638427734
12,1000,,26.58643913269043,,27.082456588745117,,
13,1004,,,24.385845184326172,,,
13,1009,,,29.748836517333984,,,
13,1014,,,23.428001403808594,,,
13,1019,,,28.14160919189453,,,
13,1024,,,27.57318115234375,,,
13,1029,,,27.204065322875977,,,
13,1034,,,25.103540420532227,,,
13,1039,,,27.334697723388672,,,
13,1044,,,21.535762786865234,,,
13,1049,,,26.677536010742188,,,
13,1054,,,25.32012176513672,,,
13,1059,,,23.436481475830078,,,
13,1064,,,27.897668838500977,,,
13,1069,,,26.51739501953125,,,
13,1074,,,25.28835678100586,,,
13,1077,,,,,25.592626571655273,26.087875366210938
13,1077,,25.622440338134766,,26.11731719970703,,
14,1079,,,21.427236557006836,,,
14,1084,,,20.492069244384766,,,
14,1089,,,26.518611907958984,,,
14,1094,,,26.233604431152344,,,
14,1099,,,24.741411209106445,,,
14,1104,,,24.423583984375,,,
14,1109,,,24.306407928466797,,,
14,1114,,,24.610713958740234,,,
14,1119,,,25.978347778320312,,,
14,1124,,,23.76877212524414,,,
14,1129,,,22.62628173828125,,,
14,1134,,,24.13401985168457,,,
14,1139,,,25.706256866455078,,,
14,1144,,,25.844449996948242,,,
14,1149,,,23.74701690673828,,,
14,1154,,,24.307636260986328,,,
14,1154,,,,,24.844350814819336,25.339336395263672
14,1154,,24.652406692504883,,25.147357940673828,,
15,1159,,,25.416000366210938,,,
15,1164,,,22.764034271240234,,,
15,1169,,,24.965579986572266,,,
15,1174,,,23.6394100189209,,,
15,1179,,,21.136384963989258,,,
15,1184,,,24.71692657470703,,,
15,1189,,,24.25680923461914,,,
15,1194,,,28.578723907470703,,,
15,1199,,,23.173480987548828,,,
15,1204,,,22.029037475585938,,,
15,1209,,,23.480998992919922,,,
15,1214,,,25.445695877075195,,,
15,1219,,,21.89374542236328,,,
15,1224,,,25.027280807495117,,,
15,1229,,,23.964550018310547,,,
15,1231,,,,,23.96878433227539,24.462112426757812
15,1231,,23.852060317993164,,24.347301483154297,,
16,1234,,,26.79582405090332,,,
16,1239,,,23.70510482788086,,,
16,1244,,,26.281475067138672,,,
16,1249,,,27.222740173339844,,,
16,1254,,,21.525041580200195,,,
16,1259,,,21.496700286865234,,,
16,1264,,,23.75156021118164,,,
16,1269,,,22.6556453704834,,,
16,1274,,,23.322673797607422,,,
