epoch,step,test_mae,train_loss_epoch,train_loss_step,train_mae,val_loss,val_mae
0,4,,,42.2874755859375,,,
0,9,,,38.92180633544922,,,
0,14,,,41.00284957885742,,,
0,19,,,40.420127868652344,,,
0,24,,,39.064247131347656,,,
0,29,,,36.89360046386719,,,
0,34,,,37.48707962036133,,,
0,39,,,38.74588394165039,,,
0,44,,,37.02581787109375,,,
0,49,,,35.430503845214844,,,
0,54,,,35.31847381591797,,,
0,59,,,32.640174865722656,,,
0,64,,,33.373382568359375,,,
0,69,,,29.875919342041016,,,
0,74,,,30.519380569458008,,,
0,76,,,,,29.805585861206055,30.302085876464844
0,76,,36.83959197998047,,37.338951110839844,,
1,77,30.665142059326172,,,,,
